1	0	0	1	0	-7.5478	-0.1991	1
2	0	-2.36012	1	0	-9.5423	-2.7463	1
3	0	0	1	0	9.18985	-0.8855	1
4	0	-3.166735537	1	0	-2.2598	-1.8285	1
5	0	-3	1	0	0.45219	-0.338	1
6	0	0	1	0	-11.113	-20.124	1
7	0	-6.55	1	0	-6.0161	1.39155	1
8	0	0	1	0	-5.676	-0.9168	1
9	0	0	1	0	-4	-0.3253	1
10	0	0	1	0	-13.57	0.38984	1
11	0	0	1	0	-13.356	-0.4294	1
12	0	0	1	0	6.42053	-0.9644	1
13	0	-1.091475	1	0	-2.3196	-0.0941	1
14	0	0	1	0	8.9699	-1.2389	1
15	0	0	1	0	6.32484	-0.6061	1
16	0	0	1	0	0	0	1.00091
17	0	-6.56	1	0	0.39883	-1.3242	1
18	0	-2.4	1	0	-6.0313	0.14152	1
19	0	0	1	0	-3.2281	-0.2862	1
20	0	0	1	0	1.18753	-0.4538	1
21	0	0	1	0	-0.6233	1.48644	1
22	0	0	1	0	-8.9093	-1.627	1
23	0	0	1	0	-15.461	0.18413	1
24	0	0	1	0	0	0	1
25	0	0	1	0	0.00646	-0.4704	1
26	0	0	1	0	-0.0253	-0.582	1
27	0	0	1	0	-6.4372	1.23272	1
28	0	-1.64	1	0	0.36992	-2.3331	1
29	0	0	1	0	-21.346	0.85957	1
30	0	0	1	0	1.90602	-0.8852	1
31	0	0	1	0	1.75924	-0.778	1
32	0	0	1	0	3.05935	-0.2043	1
33	0	0	1	0	-15.741	-1.6528	1
34	0	0	1	0	-18.478	1.42399	1
35	0	0	1	0	-4.1836	-1.0892	1
36	0	0	1	0	15.265	-0.6583	1
37	0	0	1	0	22.9062	-1.1028	1
38	0	-2.18677686	1	0	-14.78	-10.561	1
39	0	0	1	0	5.11242	-0.9239	1
40	0	0	1	0	-8.2443	-0.4788	1
41	0	0	1	0	-3.0043	-1.5242	1
42	0	-3.27	1	0	-2.9836	0.62108	1
43	0	0	1	0	-5.7178	1.29479	1
44	0	0	1	0	14.397	-1.0857	1
45	0	0	1	0	-8.0554	-9.9609	1
46	0	0	1	0	-17.727	1.36475	1
47	0	0	1	0	4.44752	-0.744	1
48	0	0	1	0	28.9654	-3.2571	1
49	0	-3.81338843	1	0	-1.0239	-0.5041	1
50	0	-2.4	1	0	-0.198	-3.7205	1
51	0	-4.92	1	0	-18.4	2.28348	1
52	0	-1.6317	1	0	-10.246	-0.421	1
53	0	-1.37	1	0	3.52316	-1.2144	1
54	0	0	1	0	-20.681	-18.706	1
55	0	-2.65	1	0	-0.8562	0.79558	1
56	0	0	1	0	-8.3721	-2.7762	1
57	0	0	1	0	3.5304	-1.3635	1
58	0	0	1	0	3.70466	-0.8997	1
59	0	-5.45	1	0	-1.8819	-2.3202	1
60	0	0	1	0	-21.876	1.15115	1
61	0	-3.27295	1	0	0.42386	1.99639	1
62	0	0	1	0	14.5484	-1.2696	1
63	0	-3.81	1	0	-6.4209	0.28287	1
64	0	0	1	0	5.74786	-0.8661	1
65	0	0	1	0	4.60174	-0.4627	1
66	0	-1.356075	1	0	-10.814	-1.1548	1
67	0	0	1	0	0	0	1.00546
68	0	-2.32	1	0	-6.2111	-0.0338	1
69	0	0	1	0	-4.9252	-1.5104	1
70	0	-1.64	1	0	-4.3505	-0.2683	1
71	0	0	1	0	-2.5155	-0.5659	1
72	0	0	1	0	-11.266	-0.2935	1
73	0	-3.78	1	0	-5.6423	-0.8377	1
74	0	0	1	0	-13.866	0.62337	1
75	0	0	1	0	0	0	0.99999
76	0	-1.2	1	0	-4.1625	-0.5866	1
77	0	0	1	0	-17.161	-0.7281	1
78	0	0	1	0	17.7209	-2.1771	1
79	0	0	1	0	-3.873	-0.8352	1
80	0	0	1	0	-6.9642	1.70527	1
81	0	-2.82	1	0	-2.8989	0.52428	1
82	0	-1.37	1	0	-1.932	0.97294	1
83	0	0	1	0	-16.882	-0.4974	1
84	0	-3.826859504	1	0	2.6833	1.72395	1
85	0	0	1	0	0	0	1.00994
86	0	0	1	0	-5.9786	-0.2209	1
87	0	0	1	0	-15.428	-0.1127	1
88	0	-1.18	1	0	0.46523	-0.7427	1
89	0	0	1	0	-1.8528	-1.958	1
90	0	0	1	0	-5.4547	-3.1003	1
91	0	-4.23	1	0	-3.3771	0.68312	1
92	0	0	1	0	-4.5848	-2.4005	1
93	0	-1.23	1	0	-3.3746	1.70353	1
94	0	0	1	0	1.23729	-0.7067	1
95	0	-1.5	1	0	-11.852	1.14519	1
