1	51	0.000263	0.001995	0.424463	0	-9.0048	1.27103
1	38	0.0001	0.0016	0.291	0	-24.244	1.99052
1	96	0.000204	0.002172	0.482122	0	25.6568	-1.6854
1	26	0.00071	0.0105	0.57375	0	0.02844	-0.0019
2	89	0.00042	0.00523	0.996421	0	-0.1899	0.01535
2	93	0.00024	0.003155	0.7212	0	2.77406	-0.1987
2	8	0.00078	0.01261	0.7269	0	-4.2017	0.37252
2	59	0.00105	0.00959	0.585	0	0.53595	-0.0572
2	91	0.00175	0.01936	1.1958	0	2.3814	-0.1596
2	134	0.000305	0.00682	1.74244	0	-10.834	0.88831
3	4	0.00007	0.00092	0.225634	0	9.18881	-0.6598
4	57	0.00106	0.00732	0.52868	0	-3.8064	0.60672
4	58	0.00058	0.00745	0.509155	0	-4.9096	0.4734
4	5	0.0006	0.00592	0.32755	0	0.06688	-0.0067
4	63	0.000345	0.004985	1.19222	0	9.21508	-0.4246
4	156	0.000435	0.003945	0.901975	0	10.4392	-0.9317
4	124	0.00002	0.000535	0.102	0	-4.1779	-1.6523
5	128	0.00105	0.00736	0.4245	0	3.6686	-0.472
5	63	0.00048	0.00616	1.4424	0	7.38461	-0.4059
5	130	0.0021	0.0111	0.0102	0	-0.9479	0.18469
5	109	0.000535	0.0065	1.54076	0	-9.5851	1.09346
6	67	0.00074	0.00941	0.577215	0	-0.0028	-0.5799
6	127	0.000027	0.000154	0.034729	0	-25.794	-13.422
6	68	0.00074	0.00941	0.577215	0	0.33801	-0.026
6	113	0.000145	0.001478	0.093913	0	0	0
6	34	1.18E-04	0.001787	0.4284	0	19.1845	-0.9357
6	18	1.27E-04	0.002382	0.562836	0	14.6625	-0.5246
6	176	0.000186	0.003438	0.8497	0	-19.882	-1.4474
7	145	0.00185	0.011076	1.2483	0	-0.8162	0.14023
7	154	0.000605	0.00595	3.3387	0	-3.5722	0.40207
7	89	0.000435	0.005475	1.0428	0	4.79613	-0.3174
7	146	0.00079	0.00859	0.52589	0	-6.4284	0.77278
8	146	0.000325	0.00299	1.2674	0	-9.8854	1.22459
9	92	0.000054	0.001156	0.289412	0	5.35238	-0.2333
9	13	0.00059	0.0117	0.7875	0	-9.3076	0.98312
10	46	0.0002	0.002395	0.142333	0	0.49759	-0.0412
10	33	0.000472	0.004417	0.229287	0	-0.2909	0.03128
10	171	1.18E-04	0.001633	0.381009	0	-13.755	1.15033
11	38	1.63E-04	0.002745	0.661	0	-7.4005	0.51525
11	90	0.000172	0.00287	0.6919	0	-5.9682	0.40921
12	69	0.00015	0.0014	0.306	0	6.41513	-0.6578
13	80	0.00068	0.008553	0.478108	0	10.7128	-0.3572
13	55	0.00058	0.007537	1.683297	0	-19.854	3.05761
13	155	0.000073	0.001401	0.356813	0	-2.4912	0.13417
13	188	0.00037	0.00638	0.379557	0	0.00939	-0.3798
14	28	0.000175	0.001575	0.30718	0	8.97546	-0.9323
15	108	0.00027	0.00384	0.23888	0	6.3277	-0.3673
16	108	0.00027	0.00384	0.23888	0	0.01659	0.23602
17	140	0.0007	0.0023	3.2925	0	0.19516	-0.6461
17	141	0.0007	0.0023	3.2925	0	0.19516	-0.6461
18	171	0.000195	0.002757	0.640773	0	20.7829	-0.8705
18	183	0.00021	0.004935	1.268542	0	-12.117	0.04408
19	91	0.00074	0.00758	0.4293	0	-0.3266	0.0323
19	49	0.00084	0.00859	0.4865	0	0.14991	-0.0145
19	114	0.0001	0.0005	0.000025	0	-2.8841	0.57908
20	128	0.0005	0.0064	0.3408	0	1.41373	-0.1039
20	179	0.000044	0.000481	0.029678	0	-0.2061	0.01887
21	98	0.0001	0.00221	0.4598	0	-10.56	0.6017
21	87	0.000163	0.003755	0.223944	0	3.93511	-0.1416
21	149	0.000089	0.001386	0.336638	0	5.95627	2.05092
22	78	0.000068	0.001701	1.736436	0	-17.712	0.97615
22	87	0.000059	0.001424	0.319506	0	13.3242	-0.4253
22	136	0.000263	0.006422	0.371212	0	-4.4893	0.24887
23	77	0.000213	0.003217	0.775732	0	-10.385	0.86307
23	116	0.0002	0.0037	0.22513	0	-5.1172	0.32538
24	26	0.000024	0.000215	0.005	0	0	0
25	96	0.001016	0.007964	0.469654	0	0	0
27	136	0.000245	0.003936	0.9448	0	-11.721	1.00309
27	149	0.000095	0.001506	0.3642	0	-3.2877	2.43413
27	165	0.0001	0.002553	0.650585	0	8.52885	-0.241
28	55	0.0003	0.003796	0.929602	0	16.2084	-0.778
28	147	0.000127	0.001864	0.434848	0	1.12148	-0.0752
28	141	0.0012	0.0133	0.7205	0	-0.1957	-0.0836
28	140	0.0012	0.0133	0.7205	0	-0.1957	-0.0836
28	168	0.000254	0.005019	1.430472	0	-7.6022	0.53084
29	138	0.000136	0.001365	0.335756	0	-4.7135	0.4851
29	180	0.000035	0.00074	0.179763	0	-16.579	0.88637
30	82	0.00025	0.00385	0.219444	0	1.13821	-0.0713
30	86	0.000145	0.001715	0.403067	0	8.68945	-0.669
30	156	0.000245	0.00212	0.50646	0	-7.9514	0.98788
31	75	0.00043	0.001	0.025	0	1.77671	-0.7517
32	75	0.00001	0.00015	0.00935	0	3.32303	-0.154
33	56	0.000115	0.003175	2.242188	0	-10.748	0.5735
33	105	0.00055	0.00577	0.310095	0	-5.2812	0.58561
34	142	0.0002	0.002458	0.5759	0	-17.584	1.81742
34	138	0.000086	0.001855	0.448175	0	18.2465	-0.5362
35	93	0.00092	0.01297	0.80808	0	5.46359	-0.1927
35	41	0.00032	0.00476	0.29428	0	-0.0627	0.00422
35	134	0.00006	0.00125	0.315965	0	-9.5191	0.51384
36	52	0.000218	0.003719	0.19874	0	15.2646	-0.4596
37	56	0.000072	0.001388	0.280238	0	22.8641	-0.8217
38	126	0.000011	0.002425	1.196212	0	-15.223	-9.105
38	61	0.000476	0.007134	1.656972	0	-12.518	1.40387
38	85	0.000789	0.012907	0.763273	0	-0.0001	-0.7701
38	84	0.000762	0.012925	0.763273	0	-15.585	2.53572
38	135	0.000336	0.004481	0.332421	0	-3.1716	0.26063
39	42	0.000086	0.000544	0.12317	0	5.20208	-0.8146
40	97	0.000172	0.002898	0.691268	0	-4.8805	0.32445
40	72	0.000426	0.006258	0.376753	0	-3.3534	0.26385
41	62	0.00013	0.00186	0.45122	0	-14.494	1.21073
41	148	0.00122	0.01759	1.09592	0	5.37888	-0.1172
41	161	0.00064	0.0089	0.50306	0	6.06739	-0.2713
42	68	0.000517	0.00615	1.947063	0	-6.912	0.73066
42	170	0.000766	0.005805	1.1759	0	9.03503	-0.9485
43	83	0.000254	0.008344	0.5907	0	-2.7766	0.11677
43	77	0.000113	0.00801	0.347	0	9.64416	0.23674
43	80	0.000272	0.003088	0.6944	0	-26.924	3.51885
43	143	0.00005	0.000905	0.2465	0	14.3256	-0.6981
44	66	0.00015	0.004	0.961	0	14.3873	-0.1249
45	126	0.0001	0.002527	0.614	0	-4.3585	-8.8737
45	182	0.00095	0.01428	0.8183	0	-3.7007	0.34527
46	48	0.000172	0.001851	0.415972	0	-17.218	1.88002
47	58	0.0002	0.0031	0.1795	0	1.22087	-0.0764
47	57	0.00033	0.00374	0.223136	0	3.22521	-0.2648
48	74	0.000218	0.002145	0.477281	0	11.688	-1.0386
49	81	0.0011	0.011485	2.7812	0	16.7623	0.02286
49	59	0.000815	0.008565	2.0758	0	-5.1938	0.61241
49	75	0.0002	0.00225	0.5166	0	-4.8036	0.45783
49	150	0.00051	0.00622	0.37325	0	-7.6474	0.81221
50	102	0.000575	0.007492	1.715	0	-2.7178	0.23664
50	73	0.00015	0.00178	0.426	0	-5.7988	0.51904
50	108	0.000785	0.006176	2.3466	0	16.0249	-1.2263
50	150	0.000258	0.00582	0.348525	0	-8.5782	0.59586
50	177	0.000042	0.000597	0.152062	0	0.91755	-1.2535
51	81	0.00184	0.01988	1.16E+00	0	-6.8608	1.11947
51	108	0.000862	0.012091	3.35358	0	-18.636	3.51416
51	83	1.00E-04	0.00127	1.00464	0	3.13068	-0.2402
51	158	0.00141	0.01362	0.68	0	-5.0192	0.69635
52	99	0.000399	0.00902	2.16476	0	-0.8075	0.03867
52	72	0.000213	0.002798	0.66248	0	5.79536	-0.3936
53	101	0.0011	0.0135	1.42	0	5.05072	-0.2378
53	70	0.00083	0.0121	1.0461	0	-1.5371	0.11988
54	126	0.000097	0.001186	1.296098	0	-20.741	-17.404
55	91	0.00079	0.007225	1.6175	0	-4.8313	0.61499
56	66	0.000455	0.00617	1.368	0	3.74265	-0.2323
57	153	0.00027	0.00368	0.2188	0	2.93098	-0.199
59	118	0.00163	0.01001	3.9104	0	-4.3522	0.80938
59	117	0.00173	0.02264	1.2935	0	-0.3073	0.02456
59	88	0.00092	0.00985	0.53599	0	0.85581	-0.0762
59	89	0.00022	0.00225	0.088	0	-2.7286	0.27534
60	74	0.000163	0.00645	0.305112	0	2.20046	-0.0399
60	125	0.000041	0.000399	0.092231	0	-3.7198	0.38505
60	163	1.00E-04	0.00176	0.107154	0	-20.363	1.52515
60	162	0.00009	0.00176	0.107162	0	-0.0052	-0.102
61	104	0.00187	0.0196	1.0453	0	-11.712	2.53762
61	119	0.001003	0.011687	0.57068	0	-2.0955	0.20594
61	182	0.00043	0.00653	0.3767	0	1.64731	-0.0995
63	107	0.0008	0.01088	0.62709	0	4.30246	-0.2148
63	106	0.000405	0.00573	1.329162	0	5.82315	-0.3136
64	94	0.00015	0.00205	0.4798	0	5.72778	-0.3851
65	69	0.00035	0.002125	0.483148	0	-4.532	0.7695
65	82	0.00048	0.0065	0.35	0	9.1495	-0.4015
66	72	0.000199	0.002109	0.46786	0	8.8899	-0.7541
66	170	0.000286	0.002172	0.446234	0	-1.5835	0.21134
68	181	0.00014	0.001985	0.49148	0	-12.819	1.06924
69	175	0.001	0.0156	0.981816	0	-3.0635	0.27045
70	110	0.0003	0.00324	0.8563	0	-18.42	2.26842
70	79	0.000374	0.003908	0.784	0	9.01488	-0.7015
70	107	0.0007	0.0093	0.4911	0	3.52142	-0.2068
71	164	0.000225	0.00319	0.753526	0	-2.4946	0.18598
